Date,Cloud Provider,Service Name,Region,Department,Cost (USD),Usage Quantity
2025-11-28,Azure,Blob Storage,Southeast Asia,Engineering,14.42,49.36
2025-11-28,Azure,CDN,East US,Data Science,10.97,22.36
2025-11-28,Azure,CDN,Southeast Asia,Engineering,8.66,21.7
2025-11-28,Azure,Functions,Central India,QA,6.65,15.55
2025-11-28,Azure,Functions,Southeast Asia,QA,10.61,28.57
2025-11-28,Azure,SQL Database,East US,QA,32.71,100.07
2025-11-28,Azure,SQL Database,Central India,DevOps,39.35,140.5
2025-11-28,Azure,Virtual Machines,East US,DevOps,57.71,88.52
2025-11-28,Azure,Virtual Machines,West Europe,QA,63.32,216.25
2025-11-28,Azure,Virtual Machines,Central India,Data Science,38.37,126.78
2025-11-28,Azure,Virtual Machines,Southeast Asia,Marketing,38.62,73.06
2025-11-28,GCP,BigQuery,us-central1,QA,26.24,77.55
2025-11-28,GCP,BigQuery,europe-west1,DevOps,12.74,17.66
2025-11-28,GCP,Cloud CDN,us-central1,Finance,15.57,40.08
2025-11-28,GCP,Cloud Functions,us-central1,DevOps,8.77,20.7
2025-11-28,GCP,Cloud Functions,asia-south1,Finance,4.89,11.96
2025-11-28,GCP,Cloud Storage,us-central1,DevOps,9.2,34.35
2025-11-28,GCP,Cloud Storage,europe-west1,DevOps,6.55,23.48
2025-11-28,GCP,Cloud Storage,asia-south1,DevOps,12.82,26.25
2025-11-28,GCP,Compute Engine,us-central1,Finance,42.93,89.27
2025-11-28,GCP,Compute Engine,europe-west1,Finance,81.07,156.74
2025-11-28,GCP,Compute Engine,asia-south1,Marketing,68.32,159.71
2025-11-29,AWS,CloudFront,eu-west-1,QA,10.8,38.81
2025-11-29,AWS,EBS,us-west-2,Engineering,11.38,23.67
2025-11-29,AWS,EBS,eu-west-1,Engineering,14.17,26.26
2025-11-29,AWS,EBS,ap-south-1,Finance,9.82,38.81
2025-11-29,AWS,EC2,us-east-1,DevOps,45.14,143.09
2025-11-29,AWS,EC2,us-west-2,Marketing,50.29,134.55
2025-11-29,AWS,EC2,eu-west-1,Finance,41.26,114.53
2025-11-29,AWS,Lambda,us-west-2,DevOps,4.6,7.73
2025-11-29,AWS,Lambda,eu-west-1,QA,3.83,10.26
2025-11-29,AWS,Lambda,ap-south-1,Marketing,4.51,7.74
2025-11-29,AWS,RDS,us-east-1,Engineering,24.27,76.12
2025-11-29,AWS,RDS,us-west-2,Finance,39.74,151.53
2025-11-29,AWS,RDS,eu-west-1,QA,37.31,128.9
2025-11-29,AWS,RDS,ap-south-1,Engineering,48.97,78.09
2025-11-29,AWS,S3,us-east-1,DevOps,7.61,15.56
2025-11-29,AWS,S3,us-west-2,Marketing,6.15,20.62
2025-11-29,AWS,S3,eu-west-1,Engineering,6.42,23.29
2025-11-29,AWS,S3,ap-south-1,QA,11.05,28.17
2025-11-29,Azure,Blob Storage,East US,DevOps,12.15,42.4
2025-11-29,Azure,Blob Storage,West Europe,Engineering,8.36,21.85
2025-11-29,Azure,Blob Storage,Southeast Asia,Engineering,17.03,60.84
2025-11-29,Azure,CDN,East US,Data Science,10.78,24.17
2025-11-29,Azure,CDN,Southeast Asia,Engineering,8.66,22.63
2025-11-29,Azure,Functions,Central India,QA,7.37,17.1
2025-11-29,Azure,Functions,Southeast Asia,QA,9.28,25.43
2025-11-29,Azure,SQL Database,East US,QA,30.94,102.05
2025-11-29,Azure,SQL Database,Central India,DevOps,43.21,153.17
2025-11-29,Azure,Virtual Machines,East US,DevOps,53.54,88.91
2025-11-29,Azure,Virtual Machines,West Europe,QA,69.2,206.94
2025-11-29,Azure,Virtual Machines,Central India,Data Science,36.66,113.75
2025-11-29,Azure,Virtual Machines,Southeast Asia,Marketing,37.36,76.91
2025-11-29,GCP,BigQuery,us-central1,QA,25.46,79.09
2025-11-29,GCP,BigQuery,europe-west1,DevOps,14.33,22.62
2025-11-29,GCP,Cloud CDN,us-central1,Finance,15.27,40.71
2025-11-29,GCP,Cloud Functions,us-central1,DevOps,9.76,23.23
2025-11-29,GCP,Cloud Functions,asia-south1,Finance,5.56,14.85
2025-11-29,GCP,Cloud Storage,us-central1,DevOps,9.29,33.27
2025-11-29,GCP,Cloud Storage,europe-west1,DevOps,6.92,27.31
2025-11-29,GCP,Cloud Storage,asia-south1,DevOps,14.68,27.2
2025-11-29,GCP,Compute Engine,us-central1,Finance,35.09,70.34
2025-11-29,GCP,Compute Engine,europe-west1,Finance,78.86,146.19
2025-11-29,GCP,Compute Engine,asia-south1,Marketing,60.93,132.47
2025-11-30,AWS,CloudFront,eu-west-1,QA,11.78,42.13
2025-11-30,AWS,EBS,us-west-2,Engineering,13.34,23.87
2025-11-30,AWS,EBS,eu-west-1,Engineering,12.05,24.77
2025-11-30,AWS,EBS,ap-south-1,Finance,10.11,36.43
2025-11-30,AWS,EC2,us-east-1,DevOps,53.32,144.9
2025-11-30,AWS,EC2,us-west-2,Marketing,42.62,103.44
2025-11-30,AWS,EC2,eu-west-1,Finance,43.69,102.74
2025-11-30,AWS,Lambda,us-west-2,DevOps,4.56,7.31
2025-11-30,AWS,Lambda,eu-west-1,QA,4.3,10.83
2025-11-30,AWS,Lambda,ap-south-1,Marketing,4.86,7.21
2025-11-30,AWS,RDS,us-east-1,Engineering,26.65,79.91
2025-11-30,AWS,RDS,us-west-2,Finance,42.56,154.62
2025-11-30,AWS,RDS,eu-west-1,QA,41.09,132.15
2025-11-30,AWS,RDS,ap-south-1,Engineering,38.67,58.38
2025-11-30,AWS,S3,us-east-1,DevOps,6.98,13.63
2025-11-30,AWS,S3,us-west-2,Marketing,6.66,20.67
2025-11-30,AWS,S3,eu-west-1,Engineering,6.64,25.45
2025-11-30,AWS,S3,ap-south-1,QA,13.08,34.08
2025-11-30,Azure,Blob Storage,East US,DevOps,12.02,47.38
2025-11-30,Azure,Blob Storage,West Europe,Engineering,9.06,24.34
2025-11-30,Azure,Blob Storage,Southeast Asia,Engineering,15.03,53.1
2025-11-30,Azure,CDN,East US,Data Science,11.95,26.6
2025-11-30,Azure,CDN,Southeast Asia,Engineering,8.6,20.42
2025-11-30,Azure,Functions,Central India,QA,7.37,16.56
2025-11-30,Azure,Functions,Southeast Asia,QA,9.69,22.22
2025-11-30,Azure,SQL Database,East US,QA,30.36,104.57
2025-11-30,Azure,SQL Database,Central India,DevOps,35.1,114.79
2025-11-30,Azure,Virtual Machines,East US,DevOps,56.84,81.86
2025-11-30,Azure,Virtual Machines,West Europe,QA,52.53,190.8
2025-11-30,Azure,Virtual Machines,Central India,Data Science,43.08,148.06
2025-11-30,Azure,Virtual Machines,Southeast Asia,Marketing,32.22,57.02
2025-11-30,GCP,BigQuery,us-central1,QA,24.62,72.13
2025-11-30,GCP,BigQuery,europe-west1,DevOps,13.88,19.76
2025-11-30,GCP,Cloud CDN,us-central1,Finance,18.06,50.17
2025-11-30,GCP,Cloud Functions,us-central1,DevOps,7.99,20.14
2025-11-30,GCP,Cloud Functions,asia-south1,Finance,4.77,11.46
2025-11-30,GCP,Cloud Storage,us-central1,DevOps,9.9,39.26
2025-11-30,GCP,Cloud Storage,europe-west1,DevOps,5.59,20.71
2025-11-30,GCP,Cloud Storage,asia-south1,DevOps,14.25,27.52
2025-11-30,GCP,Compute Engine,us-central1,Finance,36.95,71.63
2025-11-30,GCP,Compute Engine,europe-west1,Finance,71.6,143.83
2025-11-30,GCP,Compute Engine,asia-south1,Marketing,57.66,147.81
2025-12-01,AWS,CloudFront,eu-west-1,QA,11.08,39.15
2025-12-01,AWS,EBS,us-west-2,Engineering,11.93,23.71
2025-12-01,AWS,EBS,eu-west-1,Engineering,13.38,24.25
2025-12-01,AWS,EBS,ap-south-1,Finance,9.2,35.31
2025-12-01,AWS,EC2,us-east-1,DevOps,99.89,115.33
2025-12-01,AWS,EC2,us-west-2,Marketing,49.58,136.33
2025-12-01,AWS,EC2,eu-west-1,Finance,41.82,114.48
2025-12-01,AWS,Lambda,us-west-2,DevOps,3.41,5.85
2025-12-01,AWS,Lambda,eu-west-1,QA,4.6,12.42
2025-12-01,AWS,Lambda,ap-south-1,Marketing,5.19,8.0
2025-12-01,AWS,RDS,us-east-1,Engineering,25.73,81.3
2025-12-01,AWS,RDS,us-west-2,Finance,35.51,143.34
2025-12-01,AWS,RDS,eu-west-1,QA,35.23,107.36
2025-12-01,AWS,RDS,ap-south-1,Engineering,45.15,70.88
2025-12-01,AWS,S3,us-east-1,DevOps,6.43,12.8
2025-12-01,AWS,S3,us-west-2,Marketing,7.76,23.49
2025-12-01,AWS,S3,eu-west-1,Engineering,7.0,25.47
2025-12-01,AWS,S3,ap-south-1,QA,12.68,28.48
2025-12-01,Azure,Blob Storage,East US,DevOps,11.75,39.46
2025-12-01,Azure,Blob Storage,West Europe,Engineering,9.98,24.32
2025-12-01,Azure,Blob Storage,Southeast Asia,Engineering,13.11,45.48
2025-12-01,Azure,CDN,East US,Data Science,30.87,25.75
2025-12-01,Azure,CDN,Southeast Asia,Engineering,8.24,22.92
2025-12-01,Azure,Functions,Central India,QA,7.95,19.72
2025-12-01,Azure,Functions,Southeast Asia,QA,10.61,27.79
2025-12-01,Azure,SQL Database,East US,QA,29.53,92.57
2025-12-01,Azure,SQL Database,Central India,DevOps,42.07,155.31
2025-12-01,Azure,Virtual Machines,East US,DevOps,56.82,97.22
2025-12-01,Azure,Virtual Machines,West Europe,QA,62.0,194.89
2025-12-01,Azure,Virtual Machines,Central India,Data Science,39.35,120.29
2025-12-01,Azure,Virtual Machines,Southeast Asia,Marketing,36.29,66.32
2025-12-01,GCP,BigQuery,us-central1,QA,22.72,67.3
2025-12-01,GCP,BigQuery,europe-west1,DevOps,13.77,22.02
2025-12-01,GCP,Cloud CDN,us-central1,Finance,19.09,54.28
2025-12-01,GCP,Cloud Functions,us-central1,DevOps,8.97,22.34
2025-12-01,GCP,Cloud Functions,asia-south1,Finance,5.46,14.23
2025-12-01,GCP,Cloud Storage,us-central1,DevOps,9.66,38.29
2025-12-01,GCP,Cloud Storage,europe-west1,DevOps,6.48,22.64
2025-12-01,GCP,Cloud Storage,asia-south1,DevOps,12.39,24.94
2025-12-01,GCP,Compute Engine,us-central1,Finance,42.91,86.16
2025-12-01,GCP,Compute Engine,europe-west1,Finance,69.44,129.35
2025-12-01,GCP,Compute Engine,asia-south1,Marketing,58.25,138.22
2025-12-02,AWS,CloudFront,eu-west-1,QA,11.73,37.63
2025-12-02,AWS,EBS,us-west-2,Engineering,10.81,18.75
2025-12-02,AWS,EBS,eu-west-1,Engineering,12.65,22.75
2025-12-02,AWS,EBS,ap-south-1,Finance,9.13,35.23
2025-12-02,AWS,EC2,us-east-1,DevOps,45.94,127.97
2025-12-02,AWS,EC2,us-west-2,Marketing,43.96,118.69
2025-12-02,AWS,EC2,eu-west-1,Finance,42.14,104.97
2025-12-02,AWS,Lambda,us-west-2,DevOps,4.12,6.51
2025-12-02,AWS,Lambda,eu-west-1,QA,4.47,13.08
2025-12-02,AWS,Lambda,ap-south-1,Marketing,4.6,6.56
2025-12-02,AWS,RDS,us-east-1,Engineering,24.05,73.2
2025-12-02,AWS,RDS,us-west-2,Finance,36.13,135.01
2025-12-02,AWS,RDS,eu-west-1,QA,36.11,114.4
2025-12-02,AWS,RDS,ap-south-1,Engineering,81.9,66.12
2025-12-02,AWS,S3,us-east-1,DevOps,7.7,15.2
2025-12-02,AWS,S3,us-west-2,Marketing,7.7,23.14
2025-12-02,AWS,S3,eu-west-1,Engineering,6.29,21.85
2025-12-02,AWS,S3,ap-south-1,QA,12.91,32.19
2025-12-02,Azure,Blob Storage,East US,DevOps,10.76,40.75
2025-12-02,Azure,Blob Storage,West Europe,Engineering,9.44,22.54
2025-12-02,Azure,Blob Storage,Southeast Asia,Engineering,15.83,52.36
2025-12-02,Azure,CDN,East US,Data Science,12.24,25.69
2025-12-02,Azure,CDN,Southeast Asia,Engineering,9.75,25.15
2025-12-02,Azure,Functions,Central India,QA,7.89,17.62
2025-12-02,Azure,Functions,Southeast Asia,QA,11.03,27.03
2025-12-02,Azure,SQL Database,East US,QA,28.05,100.17
2025-12-02,Azure,SQL Database,Central India,DevOps,43.19,161.17
2025-12-02,Azure,Virtual Machines,East US,DevOps,59.34,87.55
2025-12-02,Azure,Virtual Machines,West Europe,QA,68.49,246.44
2025-12-02,Azure,Virtual Machines,Central India,Data Science,41.89,130.07
2025-12-02,Azure,Virtual Machines,Southeast Asia,Marketing,40.18,69.76
2025-12-02,GCP,BigQuery,us-central1,QA,26.14,77.23
2025-12-02,GCP,BigQuery,europe-west1,DevOps,14.8,22.77
2025-12-02,GCP,Cloud CDN,us-central1,Finance,17.96,49.93
2025-12-02,GCP,Cloud Functions,us-central1,DevOps,8.63,20.88
2025-12-02,GCP,Cloud Functions,asia-south1,Finance,6.22,15.73
2025-12-02,GCP,Cloud Storage,us-central1,DevOps,9.0,35.27
2025-12-02,GCP,Cloud Storage,europe-west1,DevOps,5.31,19.03
2025-12-02,GCP,Cloud Storage,asia-south1,DevOps,12.2,26.21
2025-12-02,GCP,Compute Engine,us-central1,Finance,38.95,88.95
2025-12-02,GCP,Compute Engine,europe-west1,Finance,68.84,130.89
2025-12-02,GCP,Compute Engine,asia-south1,Marketing,68.23,167.09
2025-12-03,AWS,CloudFront,eu-west-1,QA,11.07,40.46
2025-12-03,AWS,EBS,us-west-2,Engineering,10.61,19.04
2025-12-03,AWS,EBS,eu-west-1,Engineering,14.46,27.37
2025-12-03,AWS,EBS,ap-south-1,Finance,10.06,39.91
2025-12-03,AWS,EC2,us-east-1,DevOps,46.82,143.31
2025-12-03,AWS,EC2,us-west-2,Marketing,41.32,118.04
2025-12-03,AWS,EC2,eu-west-1,Finance,43.34,111.81
2025-12-03,AWS,Lambda,us-west-2,DevOps,4.39,6.75
2025-12-03,AWS,Lambda,eu-west-1,QA,4.2,10.27
2025-12-03,AWS,Lambda,ap-south-1,Marketing,4.66,7.74
2025-12-03,AWS,RDS,us-east-1,Engineering,26.58,77.27
2025-12-03,AWS,RDS,us-west-2,Finance,33.29,123.43
2025-12-03,AWS,RDS,eu-west-1,QA,36.49,115.75
2025-12-03,AWS,RDS,ap-south-1,Engineering,47.54,66.79
2025-12-03,AWS,S3,us-east-1,DevOps,6.61,13.02
2025-12-03,AWS,S3,us-west-2,Marketing,7.22,24.22
2025-12-03,AWS,S3,eu-west-1,Engineering,6.56,22.37
2025-12-03,AWS,S3,ap-south-1,QA,11.72,28.25
2025-12-03,Azure,Blob Storage,East US,DevOps,12.9,49.15
2025-12-03,Azure,Blob Storage,West Europe,Engineering,9.33,25.08
2025-12-03,Azure,Blob Storage,Southeast Asia,Engineering,14.24,50.97
2025-12-03,Azure,CDN,East US,Data Science,10.57,22.42
2025-12-03,Azure,CDN,Southeast Asia,Engineering,9.87,24.01
2025-12-03,Azure,Functions,Central India,QA,6.89,17.65
2025-12-03,Azure,Functions,Southeast Asia,QA,10.75,26.33
2025-12-03,Azure,SQL Database,East US,QA,28.83,88.87
2025-12-03,Azure,SQL Database,Central India,DevOps,48.08,157.24
2025-12-03,Azure,Virtual Machines,East US,DevOps,51.34,75.53
2025-12-03,Azure,Virtual Machines,West Europe,QA,60.35,184.78
2025-12-03,Azure,Virtual Machines,Central India,Data Science,44.33,133.13
2025-12-03,Azure,Virtual Machines,Southeast Asia,Marketing,42.51,81.39
2025-12-03,GCP,BigQuery,us-central1,QA,25.42,76.84
2025-12-03,GCP,BigQuery,europe-west1,DevOps,13.76,19.15
2025-12-03,GCP,Cloud CDN,us-central1,Finance,17.29,45.29
2025-12-03,GCP,Cloud Functions,us-central1,DevOps,8.68,19.77
2025-12-03,GCP,Cloud Functions,asia-south1,Finance,5.85,14.05
2025-12-03,GCP,Cloud Storage,us-central1,DevOps,10.54,37.12
2025-12-03,GCP,Cloud Storage,europe-west1,DevOps,5.21,20.31
2025-12-03,GCP,Cloud Storage,asia-south1,DevOps,14.64,27.67
2025-12-03,GCP,Compute Engine,us-central1,Finance,33.75,68.58
2025-12-03,GCP,Compute Engine,europe-west1,Finance,57.5,119.12
2025-12-03,GCP,Compute Engine,asia-south1,Marketing,63.41,146.25
2025-12-04,AWS,CloudFront,eu-west-1,QA,12.05,42.96
2025-12-04,AWS,EBS,us-west-2,Engineering,12.27,22.67
2025-12-04,AWS,EBS,eu-west-1,Engineering,15.43,33.41
2025-12-04,AWS,EBS,ap-south-1,Finance,10.96,45.94
2025-12-04,AWS,EC2,us-east-1,DevOps,43.2,128.88
2025-12-04,AWS,EC2,us-west-2,Marketing,40.32,96.47
2025-12-04,AWS,EC2,eu-west-1,Finance,33.67,91.59
2025-12-04,AWS,Lambda,us-west-2,DevOps,4.66,7.08
2025-12-04,AWS,Lambda,eu-west-1,QA,4.27,10.91
2025-12-04,AWS,Lambda,ap-south-1,Marketing,13.42,8.15
2025-12-04,AWS,RDS,us-east-1,Engineering,26.65,79.73
2025-12-04,AWS,RDS,us-west-2,Finance,37.74,154.97
2025-12-04,AWS,RDS,eu-west-1,QA,30.22,86.69
2025-12-04,AWS,RDS,ap-south-1,Engineering,41.9,60.32
2025-12-04,AWS,S3,us-east-1,DevOps,7.59,16.24
2025-12-04,AWS,S3,us-west-2,Marketing,7.35,25.77
2025-12-04,AWS,S3,eu-west-1,Engineering,6.42,24.09
2025-12-04,AWS,S3,ap-south-1,QA,13.62,30.73
2025-12-04,Azure,Blob Storage,East US,DevOps,13.39,50.77
2025-12-04,Azure,Blob Storage,West Europe,Engineering,8.88,24.13
2025-12-04,Azure,Blob Storage,Southeast Asia,Engineering,14.25,54.74
2025-12-04,Azure,CDN,East US,Data Science,10.83,23.66
2025-12-04,Azure,CDN,Southeast Asia,Engineering,9.69,23.48
2025-12-04,Azure,Functions,Central India,QA,8.38,22.09
2025-12-04,Azure,Functions,Southeast Asia,QA,9.9,25.64
2025-12-04,Azure,SQL Database,East US,QA,30.8,92.35
2025-12-04,Azure,SQL Database,Central India,DevOps,43.9,139.45
2025-12-04,Azure,Virtual Machines,East US,DevOps,57.45,96.9
2025-12-04,Azure,Virtual Machines,West Europe,QA,68.29,214.93
2025-12-04,Azure,Virtual Machines,Central India,Data Science,41.04,121.59
2025-12-04,Azure,Virtual Machines,Southeast Asia,Marketing,34.66,67.92
2025-12-04,GCP,BigQuery,us-central1,QA,21.82,63.43
2025-12-04,GCP,BigQuery,europe-west1,DevOps,15.29,21.04
2025-12-04,GCP,Cloud CDN,us-central1,Finance,16.9,50.41
2025-12-04,GCP,Cloud Functions,us-central1,DevOps,9.96,26.91
2025-12-04,GCP,Cloud Functions,asia-south1,Finance,3.97,10.92
2025-12-04,GCP,Cloud Storage,us-central1,DevOps,10.89,38.42
2025-12-04,GCP,Cloud Storage,europe-west1,DevOps,5.79,21.11
2025-12-04,GCP,Cloud Storage,asia-south1,DevOps,12.98,26.67
2025-12-04,GCP,Compute Engine,us-central1,Finance,41.09,80.81
2025-12-04,GCP,Compute Engine,europe-west1,Finance,74.73,154.65
2025-12-04,GCP,Compute Engine,asia-south1,Marketing,63.53,138.82
2025-12-05,AWS,CloudFront,eu-west-1,QA,12.31,44.42
2025-12-05,AWS,EBS,us-west-2,Engineering,13.36,27.01
2025-12-05,AWS,EBS,eu-west-1,Engineering,13.76,27.52
2025-12-05,AWS,EBS,ap-south-1,Finance,9.81,33.91
2025-12-05,AWS,EC2,us-east-1,DevOps,40.97,110.43
2025-12-05,AWS,EC2,us-west-2,Marketing,46.12,110.06
2025-12-05,AWS,EC2,eu-west-1,Finance,39.05,108.03
2025-12-05,AWS,Lambda,us-west-2,DevOps,4.32,7.92
2025-12-05,AWS,Lambda,eu-west-1,QA,4.27,10.81
2025-12-05,AWS,Lambda,ap-south-1,Marketing,4.19,6.26
2025-12-05,AWS,RDS,us-east-1,Engineering,30.22,93.68
2025-12-05,AWS,RDS,us-west-2,Finance,43.8,163.34
2025-12-05,AWS,RDS,eu-west-1,QA,33.6,103.46
2025-12-05,AWS,RDS,ap-south-1,Engineering,36.12,55.2
2025-12-05,AWS,S3,us-east-1,DevOps,16.57,15.93
2025-12-05,AWS,S3,us-west-2,Marketing,8.14,28.74
2025-12-05,AWS,S3,eu-west-1,Engineering,5.73,23.15
2025-12-05,AWS,S3,ap-south-1,QA,10.63,27.6
2025-12-05,Azure,Blob Storage,East US,DevOps,10.25,40.79
2025-12-05,Azure,Blob Storage,West Europe,Engineering,9.04,22.36
2025-12-05,Azure,Blob Storage,Southeast Asia,Engineering,16.67,62.59
2025-12-05,Azure,CDN,East US,Data Science,11.95,28.64
2025-12-05,Azure,CDN,Southeast Asia,Engineering,10.14,25.63
2025-12-05,Azure,Functions,Central India,QA,6.83,18.04
2025-12-05,Azure,Functions,Southeast Asia,QA,10.75,28.74
2025-12-05,Azure,SQL Database,East US,QA,27.72,93.65
2025-12-05,Azure,SQL Database,Central India,DevOps,42.42,150.29
2025-12-05,Azure,Virtual Machines,East US,DevOps,50.79,86.12
2025-12-05,Azure,Virtual Machines,West Europe,QA,67.27,211.57
2025-12-05,Azure,Virtual Machines,Central India,Data Science,44.26,150.13
2025-12-05,Azure,Virtual Machines,Southeast Asia,Marketing,34.72,64.84
2025-12-05,GCP,BigQuery,us-central1,QA,22.99,76.57
2025-12-05,GCP,BigQuery,europe-west1,DevOps,13.64,20.4
2025-12-05,GCP,Cloud CDN,us-central1,Finance,20.81,56.58
2025-12-05,GCP,Cloud Functions,us-central1,DevOps,8.95,20.67
2025-12-05,GCP,Cloud Functions,asia-south1,Finance,5.36,13.51
2025-12-05,GCP,Cloud Storage,us-central1,DevOps,9.54,37.02
2025-12-05,GCP,Cloud Storage,europe-west1,DevOps,6.72,25.85
2025-12-05,GCP,Cloud Storage,asia-south1,DevOps,13.81,26.21
2025-12-05,GCP,Compute Engine,us-central1,Finance,43.04,82.55
2025-12-05,GCP,Compute Engine,europe-west1,Finance,77.42,142.96
2025-12-05,GCP,Compute Engine,asia-south1,Marketing,58.45,131.48
2025-12-06,AWS,CloudFront,eu-west-1,QA,13.39,50.52
2025-12-06,AWS,EBS,us-west-2,Engineering,13.11,26.49
2025-12-06,AWS,EBS,eu-west-1,Engineering,25.13,23.59
2025-12-06,AWS,EBS,ap-south-1,Finance,10.16,35.38
2025-12-06,AWS,EC2,us-east-1,DevOps,47.45,150.61
2025-12-06,AWS,EC2,us-west-2,Marketing,40.83,102.23
2025-12-06,AWS,EC2,eu-west-1,Finance,42.3,105.29
2025-12-06,AWS,Lambda,us-west-2,DevOps,3.84,6.74
2025-12-06,AWS,Lambda,eu-west-1,QA,4.54,11.52
2025-12-06,AWS,Lambda,ap-south-1,Marketing,3.99,6.2
2025-12-06,AWS,RDS,us-east-1,Engineering,24.9,70.8
2025-12-06,AWS,RDS,us-west-2,Finance,39.33,137.42
2025-12-06,AWS,RDS,eu-west-1,QA,33.4,110.98
2025-12-06,AWS,RDS,ap-south-1,Engineering,47.98,77.05
2025-12-06,AWS,S3,us-east-1,DevOps,7.1,14.72
2025-12-06,AWS,S3,us-west-2,Marketing,7.33,23.96
2025-12-06,AWS,S3,eu-west-1,Engineering,7.08,27.2
2025-12-06,AWS,S3,ap-south-1,QA,11.38,29.1
2025-12-06,Azure,Blob Storage,East US,DevOps,12.77,45.43
2025-12-06,Azure,Blob Storage,West Europe,Engineering,10.68,24.37
2025-12-06,Azure,Blob Storage,Southeast Asia,Engineering,17.04,63.87
2025-12-06,Azure,CDN,East US,Data Science,10.23,23.58
2025-12-06,Azure,CDN,Southeast Asia,Engineering,9.04,23.85
2025-12-06,Azure,Functions,Central India,QA,24.07,18.4
2025-12-06,Azure,Functions,Southeast Asia,QA,8.81,21.19
2025-12-06,Azure,SQL Database,East US,QA,28.37,99.63
2025-12-06,Azure,SQL Database,Central India,DevOps,41.06,141.97
2025-12-06,Azure,Virtual Machines,East US,DevOps,64.63,93.75
2025-12-06,Azure,Virtual Machines,West Europe,QA,64.89,236.9
2025-12-06,Azure,Virtual Machines,Central India,Data Science,39.43,129.47
2025-12-06,Azure,Virtual Machines,Southeast Asia,Marketing,38.46,68.41
2025-12-06,GCP,BigQuery,us-central1,QA,19.45,57.58
2025-12-06,GCP,BigQuery,europe-west1,DevOps,13.13,21.5
2025-12-06,GCP,Cloud CDN,us-central1,Finance,18.12,49.48
2025-12-06,GCP,Cloud Functions,us-central1,DevOps,8.27,20.97
2025-12-06,GCP,Cloud Functions,asia-south1,Finance,5.82,15.17
2025-12-06,GCP,Cloud Storage,us-central1,DevOps,9.17,34.75
2025-12-06,GCP,Cloud Storage,europe-west1,DevOps,5.53,19.62
2025-12-06,GCP,Cloud Storage,asia-south1,DevOps,15.11,27.17
2025-12-06,GCP,Compute Engine,us-central1,Finance,39.35,80.06
2025-12-06,GCP,Compute Engine,europe-west1,Finance,73.92,148.49
2025-12-06,GCP,Compute Engine,asia-south1,Marketing,69.89,149.69
2025-12-07,AWS,CloudFront,eu-west-1,QA,11.51,42.51
2025-12-07,AWS,EBS,us-west-2,Engineering,10.62,22.1
2025-12-07,AWS,EBS,eu-west-1,Engineering,11.86,21.75
2025-12-07,AWS,EBS,ap-south-1,Finance,9.61,33.55
2025-12-07,AWS,EC2,us-east-1,DevOps,53.38,165.41
2025-12-07,AWS,EC2,us-west-2,Marketing,44.5,110.95
2025-12-07,AWS,EC2,eu-west-1,Finance,45.47,115.9
2025-12-07,AWS,Lambda,us-west-2,DevOps,3.89,6.94
2025-12-07,AWS,Lambda,eu-west-1,QA,5.4,14.06
2025-12-07,AWS,Lambda,ap-south-1,Marketing,4.6,6.7
2025-12-07,AWS,RDS,us-east-1,Engineering,26.05,86.17
2025-12-07,AWS,RDS,us-west-2,Finance,35.59,133.23
2025-12-07,AWS,RDS,eu-west-1,QA,37.26,118.4
2025-12-07,AWS,RDS,ap-south-1,Engineering,44.34,60.96
2025-12-07,AWS,S3,us-east-1,DevOps,8.04,18.82
2025-12-07,AWS,S3,us-west-2,Marketing,7.39,25.73
2025-12-07,AWS,S3,eu-west-1,Engineering,7.71,32.11
2025-12-07,AWS,S3,ap-south-1,QA,12.32,27.02
2025-12-07,Azure,Blob Storage,East US,DevOps,12.96,48.67
2025-12-07,Azure,Blob Storage,West Europe,Engineering,10.1,26.45
2025-12-07,Azure,Blob Storage,Southeast Asia,Engineering,15.77,55.12
2025-12-07,Azure,CDN,East US,Data Science,10.46,24.5
2025-12-07,Azure,CDN,Southeast Asia,Engineering,9.27,23.69
2025-12-07,Azure,Functions,Central India,QA,7.24,17.82
2025-12-07,Azure,Functions,Southeast Asia,QA,9.06,23.75
2025-12-07,Azure,SQL Database,East US,QA,34.66,124.12
2025-12-07,Azure,SQL Database,Central India,DevOps,42.88,146.69
2025-12-07,Azure,Virtual Machines,East US,DevOps,54.52,93.12
2025-12-07,Azure,Virtual Machines,West Europe,QA,67.34,201.49
2025-12-07,Azure,Virtual Machines,Central India,Data Science,41.96,126.87
2025-12-07,Azure,Virtual Machines,Southeast Asia,Marketing,32.09,61.6
2025-12-07,GCP,BigQuery,us-central1,QA,22.33,68.84
2025-12-07,GCP,BigQuery,europe-west1,DevOps,15.91,24.26
2025-12-07,GCP,Cloud CDN,us-central1,Finance,16.78,50.51
2025-12-07,GCP,Cloud Functions,us-central1,DevOps,9.59,21.71
2025-12-07,GCP,Cloud Functions,asia-south1,Finance,4.85,11.77
2025-12-07,GCP,Cloud Storage,us-central1,DevOps,10.87,41.01
2025-12-07,GCP,Cloud Storage,europe-west1,DevOps,6.02,22.46
2025-12-07,GCP,Cloud Storage,asia-south1,DevOps,14.34,29.6
2025-12-07,GCP,Compute Engine,us-central1,Finance,37.79,75.58
2025-12-07,GCP,Compute Engine,europe-west1,Finance,72.88,148.99
2025-12-07,GCP,Compute Engine,asia-south1,Marketing,72.66,157.12
